Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteDemo,Chrome 66.0.3359.181,,2018-06-06 14:08:35,2018-06-06 14:17:22,8m - 46.555s,FAILED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-01,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Day summary report,2018-06-06 14:08:35,2018-06-06 14:09:34,58.709s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:08:35,2018-06-06 14:08:41,5.113s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:08:41,2018-06-06 14:08:41,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:08:41,2018-06-06 14:09:33,52.366s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-06-06 14:09:33,2018-06-06 14:09:33,0.014s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:09:33,2018-06-06 14:09:33,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:09:33,2018-06-06 14:09:34,0.959s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-02,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Daypart summary report,2018-06-06 14:09:34,2018-06-06 14:10:58,1m - 23.885s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:09:34,2018-06-06 14:09:38,3.503s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:09:38,2018-06-06 14:09:38,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:09:38,2018-06-06 14:10:57,1m - 19.442s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:10:57,2018-06-06 14:10:57,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:10:57,2018-06-06 14:10:58,0.683s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-03,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Weekly summary report.,2018-06-06 14:10:58,2018-06-06 14:12:19,1m - 20.792s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:10:58,2018-06-06 14:11:02,3.745s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:11:02,2018-06-06 14:11:02,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:11:02,2018-06-06 14:12:18,1m - 16.188s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:12:18,2018-06-06 14:12:18,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:12:18,2018-06-06 14:12:19,0.680s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Account_Setting-Timezone-04,Chrome 66.0.3359.181,To verify that time zone is displayed in CST in Day summary report,2018-06-06 14:12:19,2018-06-06 14:13:37,1m - 18.584s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:12:19,2018-06-06 14:12:22,3.634s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:12:23,2018-06-06 14:12:23,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:12:23,2018-06-06 14:13:37,1m - 14.080s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-06-06 14:13:37,2018-06-06 14:13:37,0.002s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:13:37,2018-06-06 14:13:37,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:13:37,2018-06-06 14:13:37,0.705s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Account_Setting-Timezone-05,Chrome 66.0.3359.181,To verify that time zone is displayed in CST in Daypart summary report,2018-06-06 14:13:37,2018-06-06 14:15:20,1m - 42.788s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:13:37,2018-06-06 14:13:41,3.693s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:13:41,2018-06-06 14:13:41,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:13:41,2018-06-06 14:15:20,1m - 38.275s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:15:20,2018-06-06 14:15:20,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:15:20,2018-06-06 14:15:20,0.660s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Account_Setting-Timezone-06,Chrome 66.0.3359.181,To verify that time zone is displayed in CST in weekly summary report,2018-06-06 14:15:20,2018-06-06 14:17:22,2m - 1.383s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 14:15:20,2018-06-06 14:15:24,3.715s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 14:15:24,2018-06-06 14:15:24,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 14:15:24,2018-06-06 14:17:21,1m - 56.829s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 14:17:21,2018-06-06 14:17:21,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 14:17:21,2018-06-06 14:17:22,0.679s,PASSED
